time;I
21:03:30:791;1170.00
21:03:30:998;1165.00
21:03:31:171;1165.00
21:03:31:366;1163.00
21:03:31:558;1163.00
21:03:31:752;1161.00
21:03:31:943;1162.00
21:03:32:137;1164.00
21:03:32:330;1167.00
21:03:32:525;1169.00
21:03:32:718;1171.00
21:03:32:915;1174.00
21:03:33:106;1173.00
21:03:33:310;1173.00
21:03:33:492;1173.00
21:03:33:681;1173.00
21:03:33:875;1171.00
21:03:34:064;1173.00
21:03:34:262;1172.00
21:03:34:454;1172.00
21:03:34:647;1172.00
21:03:34:845;1172.00
21:03:35:037;1170.00
21:03:35:222;1168.00
21:03:35:420;1165.00
21:03:35:621;1164.00
21:03:35:802;1165.00
21:03:35:991;1165.00
21:03:36:182;1166.00
21:03:36:374;1170.00
21:03:36:566;1170.00
21:03:36:757;1170.00
21:03:36:949;1172.00
21:03:37:142;1170.00
21:03:37:335;1172.00
21:03:37:532;1169.00
21:03:37:738;1170.00
21:03:37:912;1168.00
21:03:38:104;1168.00
21:03:38:296;1168.00
21:03:38:490;1170.00
21:03:38:683;1169.00
21:03:38:873;1170.00
21:03:39:065;1169.00
21:03:39:260;1169.00
21:03:39:452;1169.00
21:03:39:648;1169.00
21:03:39:845;1170.00
21:03:40:046;1168.00
21:03:40:226;1169.00
21:03:40:422;1169.00
21:03:40:610;1169.00
21:03:40:800;1169.00
21:03:40:991;1169.00
21:03:41:183;1168.00
21:03:41:379;1169.00
21:03:41:566;1169.00
21:03:41:763;1169.00
21:03:41:961;1167.00
21:03:42:159;1168.00
21:03:42:358;1168.00
21:03:42:533;1167.00
21:03:42:722;1168.00
21:03:42:913;1167.00
21:03:43:106;1167.00
21:03:43:300;1167.00
21:03:43:493;1166.00
21:03:43:685;1167.00
21:03:43:881;1166.00
21:03:44:071;1165.00
21:03:44:269;1160.00
21:03:44:469;1146.00
21:03:44:653;1105.00
21:03:44:843;1070.00
21:03:45:041;1021.00
21:03:45:230;1020.00
21:03:45:425;1015.00
21:03:45:613;1007.00
21:03:45:801;1003.00
21:03:45:992;999.00
21:03:46:187;1002.00
21:03:46:380;1016.00
21:03:46:582;1057.00
21:03:46:765;1133.00
21:03:46:957;1156.00
21:03:47:150;1163.00
21:03:47:342;1165.00
21:03:47:535;1165.00
21:03:47:728;1165.00
21:03:47:924;1166.00
21:03:48:113;1165.00
21:03:48:309;1165.00
21:03:48:502;1165.00
21:03:48:700;1165.00
21:03:48:896;1165.00
21:03:49:099;1166.00
21:03:49:265;1165.00
21:03:49:459;1164.00
21:03:49:653;1163.00
21:03:49:847;1165.00
21:03:50:039;1164.00
21:03:50:231;1163.00
21:03:50:423;1161.00
21:03:50:613;1161.00
21:03:50:809;1162.00
21:03:51:007;1163.00
21:03:51:207;1163.00
21:03:51:387;1162.00
21:03:51:575;1163.00
21:03:51:770;1164.00
21:03:51:965;1163.00
21:03:52:156;1162.00
21:03:52:351;1162.00
21:03:52:545;1162.00
21:03:52:734;1163.00
21:03:52:931;1162.00
21:03:53:120;1161.00
21:03:53:321;1162.00
21:03:53:521;1162.00
21:03:53:699;1161.00
21:03:53:895;1162.00
21:03:54:085;1162.00
21:03:54:278;1161.00
21:03:54:473;1161.00
21:03:54:663;1161.00
21:03:54:858;1160.00
21:03:55:051;1160.00
21:03:55:241;1159.00
21:03:55:436;1159.00
21:03:55:631;1159.00
21:03:55:825;1158.00
21:03:56:031;1160.00
21:03:56:216;1158.00
21:03:56:406;1160.00
21:03:56:599;1159.00
21:03:56:790;1158.00
21:03:56:983;1159.00
21:03:57:176;1159.00
21:03:57:373;1160.00
21:03:57:566;1157.00
21:03:57:758;1158.00
21:03:57:952;1159.00
21:03:58:150;1159.00
21:03:58:347;1159.00
21:03:58:544;1160.00
21:03:58:728;1160.00
21:03:58:917;1159.00
21:03:59:111;1159.00
21:03:59:302;1159.00
21:03:59:492;1159.00
21:03:59:685;1158.00
21:03:59:877;1158.00
21:04:00:072;1157.00
21:04:00:261;1156.00
21:04:00:459;1153.00
21:04:00:654;1147.00
21:04:00:834;1125.00
21:04:01:027;1050.00
21:04:01:220;944.00
21:04:01:415;829.00
21:04:01:603;708.00
21:04:01:799;618.00
21:04:01:987;585.00
21:04:02:180;566.00
21:04:02:371;562.00
21:04:02:562;563.00
21:04:02:771;678.00
21:04:02:956;835.00
21:04:03:144;957.00
21:04:03:336;993.00
21:04:03:529;1020.00
21:04:03:719;1031.00
21:04:03:915;1033.00
21:04:04:110;1037.00
21:04:04:298;1032.00
21:04:04:487;1028.00
21:04:04:681;986.00
21:04:04:872;917.00
21:04:05:084;828.00
21:04:05:263;773.00
21:04:05:450;756.00
21:04:05:645;757.00
21:04:05:834;760.00
21:04:06:030;763.00
21:04:06:226;765.00
21:04:06:417;769.00
21:04:06:607;774.00
21:04:06:812;777.00
21:04:07:015;778.00
21:04:07:187;781.00
21:04:07:378;783.00
21:04:07:571;784.00
21:04:07:758;785.00
21:04:07:950;785.00
21:04:08:150;786.00
21:04:08:337;786.00
21:04:08:527;788.00
21:04:08:726;787.00
21:04:08:924;790.00
21:04:09:122;788.00
21:04:09:299;787.00
21:04:09:488;788.00
21:04:09:685;789.00
21:04:09:872;789.00
21:04:10:067;788.00
21:04:10:259;789.00
21:04:10:450;789.00
21:04:10:643;788.00
21:04:10:835;786.00
21:04:11:024;778.00
21:04:11:237;759.00
21:04:11:414;743.00
21:04:11:609;742.00
21:04:11:801;750.00
21:04:11:988;752.00
21:04:12:181;824.00
21:04:12:379;922.00
21:04:12:576;1020.00
21:04:12:763;1091.00
21:04:12:959;1124.00
21:04:13:146;1144.00
21:04:13:337;1145.00
21:04:13:545;1146.00
21:04:13:724;1146.00
21:04:13:935;1148.00
21:04:14:113;1148.00
21:04:14:304;1148.00
21:04:14:498;1148.00
21:04:14:688;1148.00
21:04:14:880;1146.00
21:04:15:072;1146.00
21:04:15:267;1146.00
21:04:15:457;1148.00
21:04:15:658;1148.00
21:04:15:842;1147.00
21:04:16:035;1148.00
21:04:16:227;1148.00
21:04:16:421;1146.00
21:04:16:612;1146.00
21:04:16:805;1147.00
21:04:17:001;1146.00
21:04:17:193;1146.00
21:04:17:384;1147.00
21:04:17:576;1146.00
21:04:17:770;1147.00
21:04:17:970;1145.00
21:04:18:173;1145.00
21:04:18:348;1146.00
21:04:18:537;1144.00
21:04:18:730;1146.00
21:04:18:925;1146.00
21:04:19:118;1144.00
21:04:19:310;1144.00
21:04:19:508;1144.00
21:04:19:697;1144.00
21:04:19:891;1144.00
21:04:20:091;1143.00
21:04:20:285;1144.00
21:04:20:489;1143.00
21:04:20:662;1142.00
21:04:20:857;1142.00
21:04:21:047;1144.00
21:04:21:238;1143.00
21:04:21:433;1143.00
21:04:21:627;1143.00
21:04:21:815;1141.00
21:04:22:013;1141.00
21:04:22:201;1141.00
21:04:22:400;1141.00
21:04:22:597;1142.00
21:04:22:795;1143.00
21:04:22:975;1143.00
21:04:23:164;1141.00
21:04:23:353;1141.00
21:04:23:548;1142.00
21:04:23:743;1142.00
21:04:23:940;1141.00
21:04:24:124;1141.00
21:04:24:316;1141.00
21:04:24:511;1141.00
21:04:24:707;1141.00
21:04:24:909;1141.00
21:04:25:090;1141.00
21:04:25:285;1141.00
21:04:25:476;1141.00
21:04:25:667;1136.00
21:04:25:858;1127.00
21:04:26:049;1122.00
21:04:26:247;1123.00
21:04:26:432;1143.00
21:04:26:627;1142.00
21:04:26:832;1141.00
21:04:27:024;1140.00
21:04:27:222;1139.00
21:04:27:402;1139.00
21:04:27:592;1139.00
21:04:27:783;1139.00
21:04:27:976;1139.00
21:04:28:169;1139.00
21:04:28:365;1139.00
21:04:28:553;1137.00
21:04:28:755;1137.00
21:04:28:941;1138.00
21:04:29:133;1139.00
21:04:29:328;1137.00
21:04:29:536;1137.00
21:04:29:709;1139.00
21:04:29:899;1137.00
21:04:30:091;1138.00
21:04:30:285;1137.00
21:04:30:480;1139.00
21:04:30:671;1137.00
21:04:30:868;1137.00
21:04:31:062;1137.00
21:04:31:250;1137.00
21:04:31:444;1137.00
21:04:31:646;1137.00
21:04:31:829;1136.00
21:04:32:021;1137.00
21:04:32:214;1136.00
21:04:32:404;1137.00
21:04:32:597;1137.00
21:04:32:789;1136.00
21:04:32:981;1135.00
21:04:33:171;1135.00
21:04:33:362;1137.00
21:04:33:555;1135.00
21:04:33:750;1135.00
21:04:33:949;1135.00
21:04:34:141;1135.00
21:04:34:329;1135.00
21:04:34:520;1135.00
21:04:34:715;1135.00
21:04:34:905;1134.00
21:04:35:101;1135.00
21:04:35:293;1135.00
21:04:35:488;1134.00
21:04:35:683;1135.00
21:04:35:877;1134.00
21:04:36:067;1133.00
21:04:36:270;1135.00
21:04:36:478;1134.00
21:04:36:646;1133.00
21:04:36:835;1135.00
21:04:37:027;1133.00
21:04:37:214;1135.00
21:04:37:402;1133.00
21:04:37:595;1133.00
21:04:37:789;1133.00
21:04:37:982;1134.00
21:04:38:178;1132.00
21:04:38:368;1132.00
21:04:38:564;1134.00
21:04:38:757;1132.00
21:04:38:945;1132.00
21:04:39:137;1133.00
21:04:39:328;1132.00
21:04:39:519;1131.00
21:04:39:712;1130.00
21:04:39:909;1132.00
21:04:40:099;1130.00
21:04:40:297;1131.00
21:04:40:500;1132.00
21:04:40:677;1130.00
21:04:40:863;1130.00
21:04:41:055;1129.00
21:04:41:249;1130.00
21:04:41:443;1129.00
21:04:41:637;1129.00
21:04:41:826;1129.00
21:04:42:026;1129.00
21:04:42:219;1129.00
21:04:42:408;1129.00
21:04:42:608;1129.00
21:04:42:809;1129.00
21:04:42:988;1129.00
21:04:43:176;1129.00
21:04:43:369;1129.00
21:04:43:562;1129.00
21:04:43:752;1129.00
21:04:43:948;1129.00
21:04:44:141;1127.00
21:04:44:335;1129.00
21:04:44:532;1129.00
21:04:44:715;1129.00
21:04:44:922;1127.00
21:04:45:095;1127.00
21:04:45:289;1126.00
21:04:45:485;1128.00
21:04:45:677;1125.00
21:04:45:870;1125.00
21:04:46:062;1125.00
21:04:46:256;1127.00
21:04:46:449;1127.00
21:04:46:644;1125.00
21:04:46:835;1124.00
21:04:47:038;1125.00
21:04:47:219;1125.00
21:04:47:411;1125.00
21:04:47:602;1125.00
21:04:47:793;1125.00
21:04:47:983;1125.00
21:04:48:176;1125.00
21:04:48:366;1125.00
21:04:48:559;1123.00
21:04:48:757;1122.00
21:04:48:953;1121.00
21:04:49:142;1122.00
21:04:49:336;1121.00
21:04:49:547;1121.00
21:04:49:722;1121.00
21:04:49:912;1121.00
21:04:50:099;1121.00
21:04:50:289;1123.00
21:04:50:481;1123.00
21:04:50:671;1124.00
21:04:50:867;1125.00
21:04:51:060;1125.00
21:04:51:254;1124.00
21:04:51:456;1124.00
21:04:51:658;1124.00
21:04:51:833;1123.00
21:04:52:031;1123.00
21:04:52:221;1123.00
21:04:52:414;1124.00
21:04:52:607;1124.00
21:04:52:802;1122.00
21:04:52:991;1124.00
21:04:53:190;1121.00
21:04:53:373;1122.00
21:04:53:570;1123.00
21:04:53:758;1122.00
21:04:53:971;1122.00
21:04:54:149;1122.00
21:04:54:338;1122.00
21:04:54:536;1122.00
21:04:54:726;1122.00
21:04:54:919;1121.00
21:04:55:112;1119.00
21:04:55:302;1120.00
21:04:55:497;1118.00
21:04:55:692;1120.00
21:04:55:890;1117.00
21:04:56:084;1118.00
21:04:56:269;1118.00
21:04:56:466;1116.00
21:04:56:655;1118.00
21:04:56:846;1118.00
21:04:57:038;1117.00
21:04:57:233;1118.00
21:04:57:427;1117.00
21:04:57:617;1117.00
21:04:57:811;1119.00
21:04:58:003;1118.00
21:04:58:202;1118.00
21:04:58:396;1118.00
21:04:58:597;1120.00
21:04:58:777;1118.00
21:04:58:967;1118.00
21:04:59:159;1120.00
21:04:59:348;1118.00
21:04:59:542;1120.00
21:04:59:737;1118.00
21:04:59:926;1118.00
21:05:00:119;1119.00
21:05:00:318;1118.00
21:05:00:503;1118.00
21:05:00:707;1118.00
21:05:00:888;1118.00
21:05:01:077;1118.00
21:05:01:267;1118.00
21:05:01:462;1118.00
21:05:01:654;1116.00
21:05:01:847;1118.00
21:05:02:040;1117.00
21:05:02:237;1116.00
21:05:02:422;1118.00
21:05:02:619;1118.00
21:05:02:818;1116.00
21:05:03:016;1118.00
21:05:03:195;1117.00
21:05:03:391;1118.00
21:05:03:583;1118.00
21:05:03:776;1117.00
21:05:03:967;1118.00
21:05:04:161;1118.00
21:05:04:353;1116.00
21:05:04:543;1118.00
21:05:04:733;1117.00
21:05:04:933;1116.00
21:05:05:136;1118.00
21:05:05:309;1116.00
21:05:05:499;1116.00
21:05:05:693;1116.00
21:05:05:885;1116.00
21:05:06:080;1116.00
21:05:06:272;1114.00
21:05:06:463;1116.00
21:05:06:657;1115.00
21:05:06:852;1116.00
21:05:07:046;1114.00
21:05:07:248;1115.00
21:05:07:448;1114.00
21:05:07:624;1116.00
21:05:07:819;1114.00
21:05:08:011;1115.00
21:05:08:205;1115.00
21:05:08:396;1113.00
21:05:08:587;1113.00
21:05:08:784;1114.00
21:05:08:976;1113.00
21:05:09:168;1114.00
21:05:09:369;1114.00
21:05:09:559;1114.00
21:05:09:760;1112.00
21:05:09:960;1112.00
21:05:10:137;1112.00
21:05:10:327;1112.00
21:05:10:515;1112.00
21:05:10:708;1111.00
21:05:10:900;1111.00
21:05:11:091;1111.00
21:05:11:286;1111.00
21:05:11:481;1111.00
21:05:11:671;1111.00
21:05:11:869;1111.00
21:05:12:067;1111.00
21:05:12:268;1111.00
21:05:12:447;1112.00
21:05:12:635;1110.00
21:05:12:828;1111.00
21:05:13:017;1111.00
21:05:13:209;1111.00
21:05:13:400;1110.00
21:05:13:593;1111.00
21:05:13:792;1111.00
21:05:13:989;1111.00
21:05:14:172;1110.00
21:05:14:367;1111.00
21:05:14:561;1109.00
21:05:14:748;1110.00
21:05:14:941;1109.00
21:05:15:131;1110.00
21:05:15:325;1110.00
21:05:15:522;1108.00
21:05:15:716;1110.00
21:05:15:902;1109.00
21:05:16:099;1108.00
21:05:16:299;1107.00
21:05:16:500;1109.00
21:05:16:678;1108.00
21:05:16:865;1108.00
21:05:17:061;1108.00
21:05:17:253;1108.00
21:05:17:445;1108.00
21:05:17:639;1109.00
21:05:17:831;1107.00
21:05:18:020;1109.00
21:05:18:220;1108.00
21:05:18:410;1108.00
21:05:18:606;1108.00
21:05:18:804;1107.00
21:05:18:985;1107.00
21:05:19:174;1107.00
21:05:19:364;1105.00
21:05:19:561;1107.00
21:05:19:752;1107.00
21:05:19:948;1106.00
21:05:20:142;1105.00
21:05:20:336;1106.00
21:05:20:534;1107.00
21:05:20:730;1106.00
21:05:20:933;1106.00
21:05:21:113;1105.00
21:05:21:302;1105.00
21:05:21:495;1105.00
21:05:21:692;1105.00
21:05:21:882;1105.00
21:05:22:075;1105.00
21:05:22:268;1105.00
21:05:22:466;1105.00
21:05:22:651;1105.00
21:05:22:848;1103.00
21:05:23:042;1103.00
21:05:23:234;1103.00
21:05:23:425;1103.00
21:05:23:615;1103.00
21:05:23:803;1103.00
21:05:23:995;1104.00
21:05:24:185;1103.00
21:05:24:381;1103.00
21:05:24:577;1103.00
21:05:24:766;1103.00
21:05:24:968;1103.00
21:05:25:156;1103.00
21:05:25:349;1103.00
21:05:25:558;1102.00
21:05:25:753;1101.00
21:05:25:933;1101.00
21:05:26:121;1101.00
21:05:26:319;1101.00
21:05:26:507;1101.00
21:05:26:702;1103.00
21:05:26:894;1103.00
21:05:27:089;1103.00
21:05:27:279;1101.00
21:05:27:470;1100.00
21:05:27:665;1101.00
21:05:27:857;1101.00
21:05:28:048;1099.00
21:05:28:254;1101.00
21:05:28:434;1101.00
21:05:28:629;1101.00
21:05:28:816;1101.00
21:05:29:007;1099.00
21:05:29:204;1099.00
21:05:29:392;1099.00
21:05:29:586;1099.00
21:05:29:780;1099.00
21:05:29:977;1099.00
21:05:30:177;1099.00
21:05:30:357;1099.00
21:05:30:551;1099.00
21:05:30:745;1097.00
21:05:30:937;1099.00
21:05:31:130;1099.00
21:05:31:326;1098.00
21:05:31:519;1097.00
21:05:31:711;1099.00
21:05:31:908;1099.00
21:05:32:098;1097.00
21:05:32:295;1097.00
21:05:32:493;1099.00
21:05:32:695;1097.00
21:05:32:865;1097.00
21:05:33:063;1099.00
21:05:33:257;1097.00
21:05:33:451;1097.00
21:05:33:644;1096.00
21:05:33:833;1095.00
21:05:34:022;1096.00
21:05:34:217;1096.00
21:05:34:412;1097.00
21:05:34:603;1095.00
21:05:34:803;1096.00
21:05:35:003;1096.00
21:05:35:184;1095.00
21:05:35:380;1096.00
21:05:35:568;1097.00
21:05:35:759;1096.00
21:05:35:952;1096.00
21:05:36:145;1096.00
21:05:36:342;1094.00
21:05:36:531;1094.00
21:05:36:729;1094.00
21:05:36:929;1092.00
21:05:37:127;1091.00
21:05:37:310;1090.00
21:05:37:500;1088.00
21:05:37:693;1090.00
21:05:37:885;1091.00
21:05:38:077;1090.00
21:05:38:268;1093.00
21:05:38:461;1095.00
21:05:38:653;1095.00
21:05:38:844;1093.00
21:05:39:038;1093.00
21:05:39:236;1091.00
21:05:39:435;1092.00
21:05:39:628;1093.00
21:05:39:810;1093.00
21:05:40:004;1093.00
21:05:40:193;1093.00
21:05:40:385;1092.00
21:05:40:581;1091.00
21:05:40:768;1088.00
21:05:40:962;1086.00
21:05:41:157;1086.00
21:05:41:349;1084.00
21:05:41:536;1083.00
21:05:41:733;1084.00
21:05:41:928;1085.00
21:05:42:118;1085.00
21:05:42:304;1084.00
21:05:42:496;1086.00
21:05:42:690;1085.00
21:05:42:882;1087.00
21:05:43:080;1087.00
21:05:43:270;1091.00
21:05:43:468;1090.00
21:05:43:670;1089.00
21:05:43:856;1090.00
21:05:44:041;1090.00
21:05:44:234;1089.00
21:05:44:429;1090.00
21:05:44:617;1091.00
21:05:44:810;1089.00
21:05:45:003;1090.00
21:05:45:193;1090.00
21:05:45:388;1088.00
21:05:45:582;1089.00
21:05:45:783;1088.00
21:05:45:977;1089.00
21:05:46:176;1088.00
21:05:46:355;1088.00
21:05:46:546;1090.00
21:05:46:734;1089.00
21:05:46:925;1088.00
21:05:47:118;1088.00
21:05:47:312;1088.00
21:05:47:503;1089.00
21:05:47:703;1088.00
21:05:47:894;1086.00
21:05:48:082;1087.00
21:05:48:286;1087.00
21:05:48:485;1088.00
21:05:48:659;1087.00
21:05:48:846;1087.00
21:05:49:042;1086.00
21:05:49:231;1085.00
21:05:49:424;1085.00
21:05:49:615;1085.00
21:05:49:810;1085.00
21:05:50:011;1085.00
21:05:50:196;1085.00
21:05:50:387;1086.00
21:05:50:582;1085.00
21:05:50:770;1086.00
21:05:50:962;1085.00
21:05:51:155;1084.00
21:05:51:343;1082.00
21:05:51:537;1080.00
21:05:51:731;1079.00
21:05:51:922;1078.00
21:05:52:118;1076.00
21:05:52:303;1078.00
21:05:52:496;1077.00
21:05:52:691;1079.00
21:05:52:887;1078.00
21:05:53:077;1080.00
21:05:53:268;1080.00
21:05:53:460;1083.00
21:05:53:655;1083.00
21:05:53:846;1083.00
21:05:54:044;1083.00
21:05:54:230;1084.00
21:05:54:428;1083.00
21:05:54:628;1082.00
21:05:54:835;1083.00
21:05:55:002;1082.00
21:05:55:194;1081.00
21:05:55:384;1081.00
21:05:55:578;1081.00
21:05:55:769;1083.00
21:05:55:960;1081.00
21:05:56:159;1083.00
21:05:56:354;1081.00
21:05:56:544;1081.00
21:05:56:737;1081.00
21:05:56:939;1083.00
21:05:57:119;1081.00
21:05:57:313;1081.00
21:05:57:504;1080.00
21:05:57:695;1082.00
21:05:57:889;1081.00
21:05:58:082;1081.00
21:05:58:277;1081.00
21:05:58:468;1081.00
21:05:58:667;1079.00
21:05:58:866;1081.00
21:05:59:062;1081.00
21:05:59:240;1081.00
21:05:59:430;1081.00
21:05:59:624;1081.00
21:05:59:819;1080.00
21:06:00:009;1079.00
21:06:00:201;1079.00
21:06:00:393;1080.00
21:06:00:587;1080.00
21:06:00:777;1080.00
21:06:00:975;1079.00
21:06:01:171;1079.00
21:06:01:370;1079.00
21:06:01:551;1079.00
21:06:01:744;1079.00
21:06:01:936;1079.00
21:06:02:125;1078.00
21:06:02:317;1079.00
21:06:02:511;1079.00
21:06:02:703;1079.00
21:06:02:898;1079.00
21:06:03:091;1079.00
21:06:03:284;1079.00
21:06:03:483;1080.00
21:06:03:679;1078.00
21:06:03:862;1078.00
21:06:04:049;1079.00
21:06:04:239;1079.00
21:06:04:430;1078.00
21:06:04:621;1078.00
21:06:04:813;1078.00
21:06:05:008;1078.00
21:06:05:196;1078.00
21:06:05:392;1077.00
21:06:05:589;1077.00
21:06:05:777;1077.00
21:06:05:971;1076.00
21:06:06:161;1076.00
21:06:06:355;1076.00
21:06:06:552;1076.00
21:06:06:741;1076.00
21:06:06:931;1076.00
21:06:07:128;1075.00
21:06:07:322;1075.00
21:06:07:514;1077.00
21:06:07:706;1075.00
21:06:07:914;1075.00
21:06:08:091;1075.00
21:06:08:282;1076.00
21:06:08:475;1075.00
21:06:08:669;1075.00
21:06:08:861;1075.00
21:06:09:051;1074.00
21:06:09:245;1073.00
21:06:09:440;1073.00
21:06:09:637;1073.00
21:06:09:824;1073.00
21:06:10:023;1073.00
21:06:10:222;1073.00
21:06:10:422;1073.00
21:06:10:602;1073.00
21:06:10:792;1073.00
21:06:10:986;1073.00
21:06:11:176;1073.00
21:06:11:368;1073.00
21:06:11:559;1073.00
21:06:11:754;1072.00
21:06:11:950;1071.00
21:06:12:141;1073.00
21:06:12:335;1071.00
21:06:12:532;1073.00
21:06:12:735;1073.00
21:06:12:908;1071.00
21:06:13:097;1071.00
21:06:13:292;1071.00
21:06:13:486;1071.00
21:06:13:679;1070.00
21:06:13:874;1070.00
21:06:14:062;1070.00
21:06:14:257;1069.00
21:06:14:456;1069.00
21:06:14:635;1070.00
21:06:14:828;1069.00
21:06:15:024;1070.00
21:06:15:213;1070.00
21:06:15:404;1070.00
21:06:15:600;1070.00
21:06:15:791;1069.00
21:06:15:982;1068.00
21:06:16:180;1069.00
21:06:16:368;1069.00
21:06:16:566;1069.00
21:06:16:765;1068.00
21:06:16:943;1069.00
21:06:17:132;1069.00
21:06:17:323;1069.00
21:06:17:517;1069.00
21:06:17:709;1069.00
21:06:17:902;1068.00
21:06:18:092;1069.00
21:06:18:289;1069.00
21:06:18:479;1067.00
21:06:18:679;1067.00
21:06:18:874;1065.00
21:06:19:076;1064.00
21:06:19:249;1062.00
21:06:19:435;1062.00
21:06:19:631;1062.00
21:06:19:821;1064.00
21:06:20:016;1064.00
21:06:20:213;1064.00
21:06:20:406;1065.00
21:06:20:599;1065.00
21:06:20:797;1063.00
21:06:20:999;1064.00
21:06:21:171;1063.00
21:06:21:364;1063.00
21:06:21:557;1063.00
21:06:21:749;1063.00
21:06:21:941;1063.00
21:06:22:135;1065.00
21:06:22:329;1066.00
21:06:22:517;1065.00
21:06:22:716;1065.00
21:06:22:913;1065.00
21:06:23:105;1065.00
21:06:23:300;1065.00
21:06:23:483;1064.00
21:06:23:671;1064.00
21:06:23:862;1065.00
21:06:24:054;1065.00
21:06:24:244;1064.00
21:06:24:439;1064.00
21:06:24:633;1064.00
21:06:24:824;1064.00
21:06:25:014;1065.00
21:06:25:213;1065.00
21:06:25:407;1064.00
21:06:25:596;1064.00
21:06:25:788;1062.00
21:06:25:981;1063.00
21:06:26:173;1063.00
21:06:26:365;1063.00
21:06:26:559;1063.00
21:06:26:756;1063.00
21:06:26:948;1064.00
21:06:27:139;1064.00
21:06:27:338;1062.00
21:06:27:538;1063.00
21:06:27:717;1065.00
21:06:27:907;1063.00
21:06:28:100;1063.00
21:06:28:291;1063.00
21:06:28:486;1062.00
21:06:28:678;1062.00
21:06:28:869;1062.00
21:06:29:066;1062.00
21:06:29:259;1062.00
21:06:29:451;1061.00
21:06:29:647;1062.00
21:06:29:845;1062.00
21:06:30:025;1060.00
21:06:30:216;1061.00
21:06:30:407;1060.00
21:06:30:601;1060.00
21:06:30:793;1060.00
21:06:30:984;1062.00
21:06:31:177;1060.00
21:06:31:367;1060.00
21:06:31:568;1060.00
21:06:31:758;1061.00
21:06:31:957;1060.00
21:06:32:156;1060.00
21:06:32:333;1062.00
21:06:32:523;1059.00
21:06:32:716;1059.00
21:06:32:908;1061.00
21:06:33:100;1059.00
21:06:33:295;1060.00
21:06:33:486;1060.00
21:06:33:682;1060.00
21:06:33:872;1060.00
21:06:34:067;1059.00
21:06:34:265;1060.00
21:06:34:448;1058.00
21:06:34:635;1058.00
21:06:34:825;1058.00
21:06:35:022;1059.00
21:06:35:213;1058.00
21:06:35:410;1058.00
21:06:35:598;1056.00
21:06:35:792;1058.00
21:06:35:991;1056.00
21:06:36:192;1059.00
21:06:36:369;1058.00
21:06:36:567;1056.00
21:06:36:762;1058.00
21:06:36:946;1057.00
21:06:37:138;1057.00
21:06:37:330;1057.00
21:06:37:523;1057.00
21:06:37:715;1056.00
21:06:37:910;1056.00
21:06:38:104;1056.00
21:06:38:302;1056.00
21:06:38:502;1056.00
21:06:38:685;1054.00
21:06:38:877;1056.00
21:06:39:066;1054.00
21:06:39:261;1054.00
21:06:39:452;1056.00
21:06:39:649;1055.00
21:06:39:849;1054.00
21:06:40:035;1056.00
21:06:40:231;1055.00
21:06:40:423;1056.00
21:06:40:613;1056.00
21:06:40:819;1054.00
21:06:40:996;1054.00
21:06:41:188;1054.00
21:06:41:374;1054.00
21:06:41:565;1054.00
21:06:41:759;1054.00
21:06:41:953;1054.00
21:06:42:147;1053.00
21:06:42:344;1052.00
21:06:42:531;1053.00
21:06:42:728;1054.00
21:06:42:926;1053.00
21:06:43:127;1053.00
21:06:43:310;1053.00
21:06:43:499;1054.00
21:06:43:692;1053.00
21:06:43:884;1052.00
21:06:44:077;1054.00
21:06:44:269;1052.00
21:06:44:463;1052.00
21:06:44:657;1052.00
21:06:44:853;1052.00
21:06:45:047;1052.00
21:06:45:243;1052.00
21:06:45:442;1052.00
21:06:45:622;1054.00
21:06:45:810;1052.00
21:06:46:001;1052.00
21:06:46:196;1052.00
21:06:46:389;1052.00
21:06:46:583;1052.00
21:06:46:776;1052.00
21:06:46:970;1052.00
21:06:47:168;1051.00
21:06:47:358;1052.00
21:06:47:552;1050.00
21:06:47:745;1050.00
21:06:47:954;1049.00
21:06:48:130;1049.00
21:06:48:319;1049.00
21:06:48:513;1049.00
21:06:48:702;1049.00
21:06:48:896;1049.00
21:06:49:087;1049.00
21:06:49:282;1049.00
21:06:49:477;1049.00
21:06:49:675;1049.00
21:06:49:867;1049.00
21:06:50:068;1049.00
21:06:50:244;1049.00
21:06:50:437;1049.00
21:06:50:628;1049.00
21:06:50:819;1047.00
21:06:51:014;1049.00
21:06:51:203;1049.00
21:06:51:393;1047.00
21:06:51:585;1047.00
21:06:51:781;1047.00
21:06:51:979;1047.00
21:06:52:178;1047.00
21:06:52:381;1047.00
21:06:52:556;1047.00
21:06:52:746;1047.00
21:06:52:936;1047.00
21:06:53:130;1047.00
21:06:53:321;1048.00
21:06:53:513;1049.00
21:06:53:708;1047.00
21:06:53:905;1047.00
21:06:54:089;1047.00
21:06:54:281;1048.00
21:06:54:477;1048.00
21:06:54:667;1048.00
21:06:54:855;1046.00
21:06:55:050;1045.00
21:06:55:242;1045.00
21:06:55:436;1046.00
21:06:55:626;1047.00
21:06:55:819;1047.00
21:06:56:018;1047.00
21:06:56:209;1045.00
21:06:56:401;1045.00
21:06:56:595;1045.00
21:06:56:783;1045.00
21:06:56:977;1045.00
21:06:57:167;1045.00
21:06:57:360;1045.00
21:06:57:552;1045.00
21:06:57:749;1043.00
21:06:57:941;1043.00
21:06:58:136;1045.00
21:06:58:331;1045.00
21:06:58:528;1043.00
